rowid,orderid,orderdate,shipdate,shipmode,customerid,customername,segment_x,country,city,state,postalcode,region,productid,category,sub-category,productname,sales,quantity,discount,profit,rscore,fscore,mscore,segment_y
607,CA-2014-164139,2016-04-27,2016-05-06,Standard Class,CG-44469,Kate Taylor,Corporate,United States,San Francisco,Colorado,48905,West,PRD-8576,Office Supplies,Pens,Pens Item,2448.05,8,0.04,669.81,3,2,3,Regular
608,CA-2017-136666,2014-04-04,2014-04-17,Standard Class,CG-20382,Sarah Williams,Corporate,United States,Baltimore,Maryland,29323,East,PRD-2591,Technology,Machines,Machines Item,2354.07,4,0.36,737.81,1,1,3,At Risk
609,CA-2014-190476,2017-02-26,2017-03-12,Same Day,CG-65343,Mike Johnson,Consumer,United States,Atlanta,Arkansas,88496,South,PRD-6318,Furniture,Tables,Conference Table,106.79,1,0.14,13.25,4,3,1,Loyal
610,CA-2016-128477,2015-03-30,2015-04-11,Same Day,CG-91962,Jane Doe,Home Office,United States,Nashville,Florida,26182,South,PRD-5715,Furniture,Chairs,Ergonomic Chair,2559.69,4,0.07,-20.16,5,5,5,Champion
611,CA-2017-158287,2014-10-26,2014-10-31,Standard Class,CG-41399,David Brown,Consumer,United States,Dallas,Kentucky,92716,South,PRD-7893,Technology,Accessories,Accessories Item,486.96,7,0.19,177.16,1,2,1,At Risk
612,CA-2015-147537,2014-02-03,2014-02-06,Standard Class,CG-77713,Kate Taylor,Home Office,United States,Philadelphia,Maryland,59375,East,PRD-9871,Technology,Machines,Machines Item,3753.46,3,0.06,-149.89,1,4,4,At Risk
613,CA-2014-189873,2015-06-19,2015-06-25,Standard Class,CG-90375,Lisa Davis,Home Office,United States,Detroit,Iowa,37605,Central,PRD-1205,Office Supplies,Storage,Storage Item,3121.8,8,0.21,-395.55,2,5,4,At Risk
614,CA-2016-171364,2017-02-07,2017-02-10,First Class,CG-99737,Tom Anderson,Corporate,United States,New York,Connecticut,73898,East,PRD-6237,Office Supplies,Pens,Pens Item,415.73,10,0.4,97.64,4,5,1,Loyal
615,CA-2016-107936,2017-04-11,2017-04-23,Second Class,CG-45633,Amy Martinez,Consumer,United States,San Francisco,Colorado,12826,West,PRD-3486,Office Supplies,Storage,Storage Item,2459.79,3,0.26,191.41,5,2,3,Regular
616,CA-2017-136160,2017-04-01,2017-04-14,Same Day,CG-47313,John Smith,Consumer,United States,Denver,Colorado,98853,West,PRD-4451,Office Supplies,Storage,Storage Item,3016.97,5,0.5,742.77,5,3,3,Loyal
617,CA-2015-116011,2016-05-05,2016-05-19,First Class,CG-94994,Mike Johnson,Home Office,United States,Denver,Colorado,61257,West,PRD-7390,Technology,Computers,Apple MacBook,4455.64,7,0.18,427.12,3,5,5,Loyal
618,CA-2017-112015,2015-08-28,2015-09-02,First Class,CG-79722,John Smith,Home Office,United States,Indianapolis,Michigan,47010,Central,PRD-1528,Office Supplies,Storage,Storage Item,4791.78,4,0.02,-493.86,2,4,5,At Risk
619,CA-2015-184109,2014-11-09,2014-11-21,Standard Class,CG-45235,Amy Martinez,Home Office,United States,Baltimore,Massachusetts,22755,East,PRD-8971,Technology,Phones,Google Pixel,1337.38,3,0.16,47.94,1,2,2,At Risk
620,CA-2014-106629,2015-02-06,2015-02-08,Second Class,CG-64120,John Smith,Consumer,United States,Hartford,Maine,17094,East,PRD-2361,Technology,Machines,Machines Item,2252.93,1,0.09,-116.52,2,3,3,At Risk
621,CA-2016-131925,2015-11-07,2015-11-20,Same Day,CG-34641,Jane Doe,Consumer,United States,Miami,Georgia,85649,South,PRD-5981,Furniture,Bookcases,Bookcases Item,3889.39,4,0.29,-732.23,3,2,4,Regular
622,CA-2015-174000,2015-04-17,2015-04-18,First Class,CG-18973,Chris Wilson,Consumer,United States,Baltimore,Maryland,48152,East,PRD-8397,Office Supplies,Pens,Pens Item,3958.5,8,0.36,-1.68,2,1,4,At Risk
623,CA-2015-108992,2016-02-17,2016-02-23,Same Day,CG-33908,John Smith,Consumer,United States,New York,Delaware,35644,East,PRD-1484,Technology,Accessories,Accessories Item,1388.29,5,0.28,443.23,3,2,2,Regular
624,CA-2015-176858,2017-03-12,2017-03-25,First Class,CG-27907,Jane Doe,Consumer,United States,Milwaukee,Iowa,23362,Central,PRD-6761,Furniture,Tables,Computer Table,723.99,8,0.02,106.11,4,1,1,Regular
625,CA-2015-130539,2015-05-19,2015-05-26,Same Day,CG-47957,Chris Wilson,Corporate,United States,Baltimore,Maryland,99056,East,PRD-7805,Technology,Accessories,Accessories Item,4240.39,7,0.23,1576.77,2,3,5,At Risk
626,CA-2016-119340,2016-10-19,2016-10-24,Standard Class,CG-24464,Chris Wilson,Home Office,United States,Boston,Connecticut,56607,East,PRD-9040,Furniture,Bookcases,Bookcases Item,304.52,8,0.2,30.11,4,1,1,Regular
627,CA-2014-136342,2017-02-01,2017-02-10,Standard Class,CG-93478,Mike Johnson,Consumer,United States,Los Angeles,California,25380,West,PRD-9807,Furniture,Furnishings,Furnishings Item,1240.46,8,0.12,284.43,4,5,2,Loyal
628,CA-2015-117038,2017-09-02,2017-09-04,Second Class,CG-69682,Kate Taylor,Corporate,United States,Dallas,Kentucky,29473,South,PRD-3023,Furniture,Furnishings,Furnishings Item,3169.02,6,0.3,-412.33,5,4,4,Champion
629,CA-2016-122871,2017-11-03,2017-11-08,Standard Class,CG-90967,Kate Taylor,Corporate,United States,Los Angeles,California,25571,West,PRD-4576,Furniture,Furnishings,Furnishings Item,1642.8,4,0.31,551.92,5,5,2,Loyal
630,CA-2014-186646,2015-11-23,2015-12-05,First Class,CG-69345,Amy Martinez,Corporate,United States,Baltimore,Maryland,49674,East,PRD-5740,Furniture,Chairs,Ergonomic Chair,4125.94,8,0.23,669.08,3,4,5,Loyal
631,CA-2014-117275,2015-06-12,2015-06-22,First Class,CG-45669,Kate Taylor,Consumer,United States,Boston,Maryland,70774,East,PRD-7571,Furniture,Tables,Computer Table,2417.94,3,0.18,746.58,2,2,3,At Risk
632,CA-2014-146955,2016-09-27,2016-10-08,First Class,CG-91625,Lisa Davis,Consumer,United States,Denver,Colorado,58145,West,PRD-6767,Technology,Accessories,Accessories Item,739.14,7,0.5,110.4,4,5,1,Loyal
633,CA-2015-177182,2017-08-07,2017-08-09,First Class,CG-74486,David Brown,Home Office,United States,Chicago,Illinois,20831,Central,PRD-5569,Furniture,Furnishings,Furnishings Item,1371.06,1,0.39,-272.0,5,4,2,Loyal
634,CA-2016-102068,2016-10-01,2016-10-09,Standard Class,CG-34613,Lisa Davis,Home Office,United States,Milwaukee,Kansas,39482,Central,PRD-2730,Office Supplies,Pens,Pens Item,1606.98,4,0.39,229.2,4,2,2,Regular
635,CA-2015-134782,2016-08-01,2016-08-09,Standard Class,CG-52027,Sarah Williams,Consumer,United States,Milwaukee,Michigan,85055,Central,PRD-9229,Technology,Machines,Machines Item,4926.57,3,0.48,315.72,4,3,5,Loyal
636,CA-2014-116614,2014-12-11,2014-12-20,Second Class,CG-12542,Tom Anderson,Home Office,United States,Los Angeles,Colorado,87709,West,PRD-4688,Technology,Accessories,Accessories Item,3027.81,2,0.43,-311.1,2,1,3,At Risk
637,CA-2017-168955,2015-12-23,2015-12-29,Same Day,CG-29942,Jane Doe,Corporate,United States,Baltimore,Maryland,94488,East,PRD-8600,Office Supplies,Storage,Storage Item,2686.19,5,0.26,-3.58,3,1,3,Regular
638,CA-2014-197735,2014-12-13,2014-12-14,Second Class,CG-16505,Amy Martinez,Corporate,United States,Phoenix,Colorado,26414,West,PRD-3571,Office Supplies,Storage,Storage Item,4122.44,6,0.06,824.62,2,1,5,At Risk
639,CA-2014-162422,2014-10-14,2014-10-22,Same Day,CG-80119,Kate Taylor,Consumer,United States,Chicago,Iowa,80452,Central,PRD-5725,Furniture,Furnishings,Furnishings Item,3232.75,1,0.03,509.28,1,4,4,At Risk
640,CA-2017-147453,2017-01-24,2017-02-07,Standard Class,CG-12900,Mike Johnson,Corporate,United States,Boston,Maryland,61615,East,PRD-8602,Furniture,Bookcases,Bookcases Item,4789.05,6,0.4,1225.27,4,1,5,Regular
641,CA-2014-159245,2016-09-27,2016-10-07,First Class,CG-34371,Jane Doe,Corporate,United States,Phoenix,Arizona,86640,West,PRD-2610,Technology,Computers,Apple MacBook,2991.96,8,0.46,1036.41,4,2,3,Regular
642,CA-2015-180623,2015-01-12,2015-01-15,Second Class,CG-23405,Amy Martinez,Home Office,United States,Chicago,Indiana,33680,Central,PRD-7850,Office Supplies,Labels,Labels Item,610.61,7,0.43,141.21,2,1,1,At Risk
643,CA-2014-195321,2017-01-15,2017-01-21,Second Class,CG-46977,Jane Doe,Consumer,United States,Hartford,Connecticut,68619,East,PRD-4094,Office Supplies,Storage,Storage Item,3669.77,7,0.13,-262.23,4,2,4,Regular
644,CA-2016-160036,2017-08-07,2017-08-10,Standard Class,CG-45283,Amy Martinez,Home Office,United States,Atlanta,Alabama,26884,South,PRD-4673,Technology,Phones,Google Pixel,3680.12,2,0.26,827.11,5,2,4,Regular
645,CA-2014-107972,2014-05-01,2014-05-06,Same Day,CG-26389,David Brown,Corporate,United States,Boston,Delaware,83727,East,PRD-7697,Furniture,Chairs,Ergonomic Chair,982.77,10,0.45,285.49,4,5,5,Champion
646,CA-2017-152640,2016-12-09,2016-12-22,Second Class,CG-67464,Amy Martinez,Consumer,United States,Atlanta,Alabama,26346,South,PRD-5095,Furniture,Bookcases,Bookcases Item,3996.25,5,0.46,-467.7,4,4,4,Champion
647,CA-2017-189928,2014-03-11,2014-03-13,Same Day,CG-11075,Amy Martinez,Consumer,United States,Nashville,Florida,32492,South,PRD-2490,Furniture,Furnishings,Furnishings Item,1419.46,6,0.37,526.25,1,1,2,At Risk
648,CA-2014-164260,2014-06-02,2014-06-12,Second Class,CG-40514,Sarah Williams,Corporate,United States,San Francisco,Arizona,49400,West,PRD-7378,Office Supplies,Binders,Sheet Protectors,3955.64,9,0.13,1453.63,1,2,4,At Risk
649,CA-2017-109632,2017-09-30,2017-10-11,First Class,CG-21822,Sarah Williams,Corporate,United States,Indianapolis,Michigan,96397,Central,PRD-8500,Technology,Computers,Dell Laptop,2120.73,9,0.37,236.18,5,1,3,Regular
650,CA-2014-142219,2014-04-10,2014-04-22,Standard Class,CG-29750,Mike Johnson,Consumer,United States,Phoenix,California,74283,West,PRD-8736,Office Supplies,Paper,Copy Paper,4094.75,8,0.48,-497.92,1,1,5,At Risk
651,CA-2015-108609,2014-01-14,2014-01-16,Same Day,CG-11930,Kate Taylor,Corporate,United States,Houston,Kentucky,89452,South,PRD-3173,Technology,Computers,HP Desktop,64.46,1,0.32,-11.81,1,1,1,At Risk
652,CA-2015-136046,2016-04-24,2016-04-28,Standard Class,CG-74694,David Brown,Corporate,United States,Boston,Connecticut,41077,East,PRD-4391,Office Supplies,Binders,3-Ring Binder,1312.33,8,0.27,269.2,3,4,2,Loyal
653,CA-2016-149925,2014-10-09,2014-10-21,Standard Class,CG-38467,Lisa Davis,Consumer,United States,Detroit,Indiana,49283,Central,PRD-8523,Technology,Accessories,Accessories Item,728.86,2,0.24,279.34,1,2,1,At Risk
654,CA-2016-159469,2017-07-15,2017-07-24,Same Day,CG-54815,Chris Wilson,Consumer,United States,Hartford,Delaware,82361,East,PRD-4963,Furniture,Furnishings,Furnishings Item,136.17,6,0.44,-16.23,5,3,1,Loyal
655,CA-2017-112999,2015-04-19,2015-04-20,Same Day,CG-65082,Mike Johnson,Home Office,United States,Philadelphia,Massachusetts,46358,East,PRD-9195,Furniture,Furnishings,Furnishings Item,3261.66,6,0.12,60.62,2,3,4,At Risk
656,CA-2014-185814,2014-05-20,2014-05-21,Second Class,CG-50838,Lisa Davis,Home Office,United States,Baltimore,Massachusetts,19746,East,PRD-6427,Technology,Phones,Google Pixel,3814.24,4,0.1,905.97,1,3,4,At Risk
657,CA-2015-156370,2017-12-19,2018-01-02,Same Day,CG-75325,Lisa Davis,Home Office,United States,Dallas,Florida,95166,South,PRD-2144,Furniture,Tables,Training Table,402.76,5,0.36,94.92,5,4,1,Loyal
658,CA-2017-129949,2014-11-06,2014-11-20,Standard Class,CG-58679,Amy Martinez,Corporate,United States,Baltimore,Maryland,20912,East,PRD-7657,Furniture,Chairs,Ergonomic Chair,2330.05,9,0.09,-390.11,2,5,4,At Risk
659,CA-2017-144424,2014-01-19,2014-01-20,Standard Class,CG-70776,Amy Martinez,Home Office,United States,Miami,Georgia,80242,South,PRD-7313,Technology,Accessories,Accessories Item,4549.94,3,0.32,-395.55,1,4,5,At Risk
660,CA-2017-152262,2015-03-24,2015-03-28,Same Day,CG-14159,John Smith,Home Office,United States,Philadelphia,Connecticut,92984,East,PRD-5260,Furniture,Furnishings,Furnishings Item,746.6,1,0.2,-132.45,2,1,1,At Risk
661,CA-2017-195631,2016-11-01,2016-11-02,Same Day,CG-53286,Jane Doe,Corporate,United States,Hartford,Maine,96155,East,PRD-9751,Technology,Phones,Google Pixel,3133.19,2,0.12,-543.05,4,3,4,Loyal
662,CA-2014-140966,2016-07-22,2016-07-30,Second Class,CG-20515,Amy Martinez,Corporate,United States,New York,Maryland,51465,East,PRD-8877,Technology,Phones,Samsung Galaxy,2780.77,3,0.34,713.54,4,1,3,Regular
663,CA-2017-140963,2016-02-04,2016-02-10,Second Class,CG-29148,Jane Doe,Corporate,United States,Los Angeles,Nevada,89116,West,PRD-7527,Technology,Phones,Samsung Galaxy,2973.29,9,0.07,277.61,3,1,3,Regular
664,CA-2016-149060,2014-05-04,2014-05-11,Second Class,CG-17345,Lisa Davis,Home Office,United States,Philadelphia,Connecticut,26334,East,PRD-7544,Technology,Phones,Samsung Galaxy,3794.72,5,0.2,1087.19,1,1,4,At Risk
665,CA-2015-190023,2017-06-19,2017-06-22,Standard Class,CG-44931,Amy Martinez,Home Office,United States,Kansas City,Michigan,18645,Central,PRD-8021,Technology,Accessories,Accessories Item,547.65,1,0.34,115.89,5,2,1,Regular
666,CA-2017-108799,2017-07-30,2017-08-02,Same Day,CG-61435,Amy Martinez,Consumer,United States,Houston,Alabama,53714,South,PRD-5300,Furniture,Chairs,Executive Chair,1375.02,1,0.36,109.12,5,3,2,Loyal
667,CA-2014-111188,2017-09-27,2017-10-11,First Class,CG-19356,Mike Johnson,Home Office,United States,Miami,Arkansas,45867,South,PRD-3768,Technology,Phones,Google Pixel,1386.99,9,0.26,141.58,5,1,2,Regular
668,CA-2014-156606,2017-06-16,2017-06-17,Same Day,CG-81197,David Brown,Home Office,United States,Kansas City,Illinois,39127,Central,PRD-6567,Office Supplies,Storage,Storage Item,3534.42,4,0.32,1124.56,5,4,4,Champion
669,CA-2014-197594,2016-09-16,2016-09-25,Same Day,CG-71623,Lisa Davis,Corporate,United States,Los Angeles,Arizona,33033,West,PRD-4442,Furniture,Tables,Training Table,2272.13,9,0.33,143.19,4,4,3,Loyal
670,CA-2016-117054,2017-09-12,2017-09-25,Second Class,CG-33803,Kate Taylor,Corporate,United States,Dallas,Kentucky,22522,South,PRD-2213,Office Supplies,Binders,Presentation Binder,822.88,6,0.15,172.94,5,2,1,Regular
671,CA-2014-176869,2016-09-26,2016-10-08,First Class,CG-35191,Kate Taylor,Home Office,United States,Houston,Kentucky,82291,South,PRD-5009,Office Supplies,Storage,Storage Item,651.39,1,0.15,140.69,4,2,1,Regular
672,CA-2016-187819,2014-02-02,2014-02-14,Same Day,CG-42778,Mike Johnson,Consumer,United States,Atlanta,Kentucky,16286,South,PRD-5838,Office Supplies,Pens,Pens Item,4780.97,8,0.01,1115.05,1,2,5,At Risk
673,CA-2014-153845,2014-01-14,2014-01-25,First Class,CG-60014,Tom Anderson,Home Office,United States,Baltimore,Maine,33681,East,PRD-6417,Technology,Accessories,Accessories Item,628.34,7,0.44,205.54,1,3,1,At Risk
674,CA-2016-187207,2016-12-25,2017-01-01,First Class,CG-11653,Jane Doe,Corporate,United States,Nashville,Kentucky,87937,South,PRD-5510,Office Supplies,Pens,Pens Item,4340.01,6,0.38,869.78,4,1,5,Regular
675,CA-2017-194510,2017-02-03,2017-02-07,Same Day,CG-25985,Chris Wilson,Consumer,United States,Phoenix,Nevada,26721,West,PRD-3425,Technology,Phones,iPhone,2767.35,10,0.07,39.9,4,1,3,Regular
676,CA-2014-137700,2016-04-22,2016-04-28,Second Class,CG-42631,Jane Doe,Consumer,United States,Nashville,Alabama,30380,South,PRD-1425,Technology,Machines,Machines Item,1850.42,8,0.36,-107.18,3,2,2,Regular
677,CA-2016-146090,2014-01-25,2014-01-29,Second Class,CG-60436,Lisa Davis,Home Office,United States,Baltimore,Delaware,84391,East,PRD-6942,Furniture,Bookcases,Bookcases Item,1583.19,6,0.42,191.56,1,3,2,At Risk
678,CA-2014-175748,2014-02-04,2014-02-11,Same Day,CG-68059,Tom Anderson,Home Office,United States,Houston,Alabama,42651,South,PRD-6024,Technology,Machines,Machines Item,3605.3,10,0.22,1278.37,1,4,4,At Risk
679,CA-2015-120280,2016-12-20,2017-01-01,First Class,CG-42396,Jane Doe,Consumer,United States,San Francisco,Nevada,67535,West,PRD-5992,Technology,Computers,Apple MacBook,2755.13,6,0.05,769.27,4,2,3,Regular
680,CA-2017-129392,2015-07-17,2015-07-23,First Class,CG-14392,David Brown,Corporate,United States,Nashville,Georgia,47594,South,PRD-5831,Office Supplies,Storage,Storage Item,3148.16,5,0.48,1112.96,2,1,4,At Risk
681,CA-2014-145890,2017-01-02,2017-01-07,Second Class,CG-36106,Tom Anderson,Consumer,United States,Nashville,Georgia,39984,South,PRD-5789,Furniture,Tables,Conference Table,3235.18,6,0.13,887.09,4,2,4,Regular
682,CA-2016-115058,2015-08-11,2015-08-25,Second Class,CG-70402,Amy Martinez,Corporate,United States,Houston,Alabama,63282,South,PRD-4734,Office Supplies,Pens,Pens Item,1983.73,1,0.23,571.64,2,4,2,At Risk
683,CA-2016-175248,2014-02-05,2014-02-07,Second Class,CG-22315,Chris Wilson,Home Office,United States,Atlanta,Alabama,20052,South,PRD-5963,Furniture,Tables,Computer Table,1639.79,9,0.02,-288.17,1,1,2,At Risk
684,CA-2015-156244,2016-10-25,2016-11-04,First Class,CG-78306,Kate Taylor,Consumer,United States,New York,Connecticut,85407,East,PRD-6966,Furniture,Chairs,Task Chair,4182.01,10,0.2,-792.9,4,4,5,Champion
685,CA-2014-179822,2017-11-30,2017-12-06,First Class,CG-97294,Chris Wilson,Corporate,United States,Indianapolis,Illinois,82634,Central,PRD-8814,Technology,Accessories,Accessories Item,182.32,2,0.47,70.52,5,5,1,Loyal
686,CA-2016-103794,2017-10-12,2017-10-14,Second Class,CG-37321,Sarah Williams,Corporate,United States,Denver,Arizona,98740,West,PRD-3553,Technology,Computers,HP Desktop,1421.72,8,0.32,-82.78,5,2,2,Regular
687,CA-2015-135818,2016-05-31,2016-06-09,Second Class,CG-71974,Kate Taylor,Consumer,United States,Baltimore,Maryland,77503,East,PRD-9574,Technology,Machines,Machines Item,2832.43,8,0.08,92.65,3,4,3,Loyal
688,CA-2016-144541,2015-01-03,2015-01-14,First Class,CG-61003,Sarah Williams,Corporate,United States,Chicago,Kansas,90777,Central,PRD-8950,Office Supplies,Storage,Storage Item,2846.96,7,0.47,-429.3,2,3,3,At Risk
689,CA-2016-100800,2014-08-08,2014-08-09,Standard Class,CG-99318,Tom Anderson,Consumer,United States,Baltimore,Connecticut,80035,East,PRD-8897,Technology,Computers,Apple MacBook,4417.47,9,0.19,634.35,1,5,5,At Risk
690,CA-2015-118776,2014-07-17,2014-07-20,First Class,CG-50908,Mike Johnson,Home Office,United States,Nashville,Arkansas,99663,South,PRD-7223,Furniture,Furnishings,Furnishings Item,288.74,1,0.15,79.85,1,3,1,At Risk
691,CA-2017-109120,2016-12-09,2016-12-13,Same Day,CG-52344,Amy Martinez,Home Office,United States,Kansas City,Michigan,32089,Central,PRD-4683,Furniture,Chairs,Task Chair,3589.18,9,0.44,-27.13,4,3,4,Loyal
692,CA-2015-197120,2014-11-01,2014-11-14,Same Day,CG-30789,Chris Wilson,Consumer,United States,Boston,Delaware,58110,East,PRD-3459,Office Supplies,Paper,Copy Paper,668.02,10,0.09,50.86,1,2,1,At Risk
693,CA-2014-112026,2015-05-09,2015-05-18,First Class,CG-92465,Jane Doe,Home Office,United States,Philadelphia,Massachusetts,16672,East,PRD-2959,Office Supplies,Labels,Labels Item,328.75,9,0.39,2.67,2,5,1,At Risk
694,CA-2015-149308,2015-01-29,2015-01-30,Same Day,CG-15529,Lisa Davis,Home Office,United States,Denver,Nevada,32345,West,PRD-9172,Technology,Computers,HP Desktop,348.79,2,0.36,112.69,2,1,1,At Risk
695,CA-2017-159460,2017-06-23,2017-06-30,Standard Class,CG-82034,Sarah Williams,Consumer,United States,Houston,Alabama,99006,South,PRD-1199,Office Supplies,Labels,Labels Item,766.33,3,0.18,285.42,5,4,1,Loyal
696,CA-2016-120631,2016-12-14,2016-12-16,Standard Class,CG-78278,Kate Taylor,Corporate,United States,Boston,Massachusetts,48019,East,PRD-4318,Technology,Computers,Apple MacBook,2618.68,7,0.27,846.37,4,4,3,Loyal
697,CA-2016-140846,2015-06-01,2015-06-09,Standard Class,CG-26009,Chris Wilson,Consumer,United States,Houston,Georgia,44701,South,PRD-2619,Office Supplies,Binders,Presentation Binder,4701.21,6,0.09,669.03,2,1,5,At Risk
698,CA-2016-174395,2015-12-27,2016-01-10,Same Day,CG-43202,Chris Wilson,Consumer,United States,Hartford,Connecticut,61592,East,PRD-2100,Office Supplies,Labels,Labels Item,1182.72,8,0.1,422.38,3,2,2,Regular
699,CA-2014-106895,2015-07-02,2015-07-07,Second Class,CG-73075,Kate Taylor,Consumer,United States,Hartford,Maine,14643,East,PRD-9761,Office Supplies,Labels,Labels Item,3775.75,5,0.43,-543.17,2,4,4,At Risk
700,CA-2015-120632,2016-03-23,2016-04-05,Standard Class,CG-93692,Lisa Davis,Home Office,United States,Denver,Oregon,17536,West,PRD-8317,Technology,Phones,iPhone,4861.87,3,0.36,1299.9,3,5,5,Loyal
701,CA-2014-188338,2014-06-11,2014-06-25,Standard Class,CG-49166,Tom Anderson,Corporate,United States,Nashville,Alabama,70339,South,PRD-5195,Technology,Computers,Dell Laptop,1697.41,3,0.33,315.29,1,3,2,At Risk
702,CA-2014-135665,2016-02-04,2016-02-09,Second Class,CG-36047,Sarah Williams,Home Office,United States,Houston,Florida,24046,South,PRD-5015,Technology,Computers,Apple MacBook,2069.08,4,0.23,-205.9,3,2,3,Regular
703,CA-2017-186761,2016-04-11,2016-04-17,First Class,CG-57241,Mike Johnson,Home Office,United States,Detroit,Iowa,62699,Central,PRD-3907,Furniture,Furnishings,Furnishings Item,3756.74,2,0.15,1337.84,3,3,4,Loyal
704,CA-2017-163656,2016-07-29,2016-07-31,Second Class,CG-16827,Jane Doe,Consumer,United States,Atlanta,Alabama,66466,South,PRD-5546,Furniture,Bookcases,Bookcases Item,2467.35,10,0.4,900.82,4,1,3,Regular
